"REF_DATE","GEO","DGUID","Level of study","Type of debt source","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835657","2.4.1.5","29000","B","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835658","2.4.2.1","35","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835659","2.4.2.2","","x","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835660","2.4.2.3","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835661","2.4.2.4","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835662","2.4.2.5","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835663","2.4.3.1","32","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835664","2.4.3.2","44","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835665","2.4.3.3","24000","B","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835666","2.4.3.4","","x","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835667","2.4.3.5","","..","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835668","3.1.1.1","67","","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835669","3.1.1.2","22","","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835670","3.1.1.3","13700","B","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835671","3.1.1.4","28","","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835672","3.1.1.5","12200","B","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835673","3.1.2.1","39","","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835674","3.1.2.2","13","","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835675","3.1.2.3","13600","B","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835676","3.1.2.4","","..","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835677","3.1.2.5","11400","B","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835678","3.1.3.1","37","","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835679","3.1.3.2","21","","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835680","3.1.3.3","10600","D","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835681","3.1.3.4","50","","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835682","3.1.3.5","9800","C","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835683","3.2.1.1","55","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835684","3.2.1.2","61","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835685","3.2.1.3","32000","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835686","3.2.1.4","20","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835687","3.2.1.5","27000","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835688","3.2.2.1","46","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835689","3.2.2.2","62","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835690","3.2.2.3","29000","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835691","3.2.2.4","19","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835692","3.2.2.5","23000","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835693","3.2.3.1","24","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835694","3.2.3.2","28","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835695","3.2.3.3","18900","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835696","3.2.3.4","30","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835697","3.2.3.5","20000","C","","","0"
"2015","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835698","3.3.1.1","46","","","","0"
"2015","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835699","3.3.1.2","48","","","","0"
"2015","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835700","3.3.1.3","29000","B","","","0"
"2015","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835701","3.3.1.4","38","","","","0"
"2015","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835702","3.3.1.5","25000","B","","","0"
"2015","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835703","3.3.2.1","28","","","","0"
"2015","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835704","3.3.2.2","","..","","","0"
"2015","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835705","3.3.2.3","26000","B","","","0"
"2015","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835706","3.3.2.4","","..","","","0"
"2015","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835707","3.3.2.5","21000","B","","","0"
"2015","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835708","3.3.3.1","35","","","","0"
"2015","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835709","3.3.3.2","","..","","","0"
"2015","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835710","3.3.3.3","17600","B","","","0"
"2015","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835711","3.3.3.4","","..","","","0"
"2015","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835712","3.3.3.5","13200","B","","","0"
"2015","Prince Edward Island","2016A000211","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835713","3.4.1.1","","..","","","0"
"2015","Prince Edward Island","2016A000211","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835714","3.4.1.2","","x","","","0"
"2015","Prince Edward Island","2016A000211","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835715","3.4.1.3","","..","","","0"
"2015","Prince Edward Island","2016A000211","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835716","3.4.1.4","","..","","","0"
"2015","Prince Edward Island","2016A000211","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835717","3.4.1.5","","..","","","0"
"2015","Prince Edward Island","2016A000211","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835718","3.4.2.1","","..","","","0"
"2015","Prince Edward Island","2016A000211","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835719","3.4.2.2","","..","","","0"
"2015","Prince Edward Island","2016A000211","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835720","3.4.2.3","","..","","","0"
"2015","Prince Edward Island","2016A000211","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835721","3.4.2.4","","..","","","0"
"2015","Prince Edward Island","2016A000211","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835722","3.4.2.5","","..","","","0"
"2015","Prince Edward Island","2016A000211","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835723","3.4.3.1","","..","","","0"
"2015","Prince Edward Island","2016A000211","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835724","3.4.3.2","","x","","","0"
"2015","Prince Edward Island","2016A000211","Doctorate","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835725","3.4.3.3","","..","","","0"
"2015","Prince Edward Island","2016A000211","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835726","3.4.3.4","","..","","","0"
"2015","Prince Edward Island","2016A000211","Doctorate","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835727","3.4.3.5","","..","","","0"
"2015","Nova Scotia","2016A000212","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835728","4.1.1.1","58","","","","0"
"2015","Nova Scotia","2016A000212","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835729","4.1.1.2","17","","","","0"
"2015","Nova Scotia","2016A000212","College","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835730","4.1.1.3","15800","A","","","0"
"2015","Nova Scotia","2016A000212","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835731","4.1.1.4","21","","","","0"
"2015","Nova Scotia","2016A000212","College","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835732","4.1.1.5","12900","B","","","0"
"2015","Nova Scotia","2016A000212","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835733","4.1.2.1","40","","","","0"
"2015","Nova Scotia","2016A000212","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835734","4.1.2.2","14","","","","0"
"2015","Nova Scotia","2016A000212","College","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835735","4.1.2.3","15000","A","","","0"
"2015","Nova Scotia","2016A000212","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835736","4.1.2.4","14","","","","0"
"2015","Nova Scotia","2016A000212","College","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835737","4.1.2.5","12200","B","","","0"
"2015","Nova Scotia","2016A000212","College","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835738","4.1.3.1","28","","","","0"
"2015","Nova Scotia","2016A000212","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835739","4.1.3.2","10","","","","0"
"2015","Nova Scotia","2016A000212","College","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835740","4.1.3.3","11100","B","","","0"
"2015","Nova Scotia","2016A000212","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835741","4.1.3.4","42","","","","0"
"2015","Nova Scotia","2016A000212","College","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835742","4.1.3.5","9400","B","","","0"
"2015","Nova Scotia","2016A000212","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835743","4.2.1.1","58","","","","0"
"2015","Nova Scotia","2016A000212","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835744","4.2.1.2","60","","","","0"
"2015","Nova Scotia","2016A000212","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835745","4.2.1.3","37000","B","","","0"
"2015","Nova Scotia","2016A000212","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835746","4.2.1.4","15","","","","0"
"2015","Nova Scotia","2016A000212","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835747","4.2.1.5","30000","B","","","0"
"2015","Nova Scotia","2016A000212","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835748","4.2.2.1","43","","","","0"
"2015","Nova Scotia","2016A000212","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835749","4.2.2.2","62","","","","0"
"2015","Nova Scotia","2016A000212","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835750","4.2.2.3","31000","A","","","0"
"2015","Nova Scotia","2016A000212","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835751","4.2.2.4","12","","","","0"
"2015","Nova Scotia","2016A000212","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835752","4.2.2.5","24000","B","","","0"
"2015","Nova Scotia","2016A000212","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835753","4.2.3.1","31","","","","0"
"2015","Nova Scotia","2016A000212","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835754","4.2.3.2","37","","","","0"
"2015","Nova Scotia","2016A000212","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835755","4.2.3.3","26000","B","","","0"
"2015","Nova Scotia","2016A000212","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835756","4.2.3.4","26","","","","0"
"2015","Nova Scotia","2016A000212","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835757","4.2.3.5","24000","C","","","0"
"2015","Nova Scotia","2016A000212","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835758","4.3.1.1","49","","","","0"
"2015","Nova Scotia","2016A000212","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835759","4.3.1.2","47","","","","0"
"2015","Nova Scotia","2016A000212","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835760","4.3.1.3","31000","B","","","0"
"2015","Nova Scotia","2016A000212","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835761","4.3.1.4","31","","","","0"
"2015","Nova Scotia","2016A000212","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835762","4.3.1.5","28000","B","","","0"
"2015","Nova Scotia","2016A000212","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835763","4.3.2.1","24","","","","0"
"2015","Nova Scotia","2016A000212","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835764","4.3.2.2","48","","","","0"
"2015","Nova Scotia","2016A000212","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835765","4.3.2.3","29000","B","","","0"
"2015","Nova Scotia","2016A000212","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835766","4.3.2.4","33","","","","0"
"2015","Nova Scotia","2016A000212","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835767","4.3.2.5","23000","B","","","0"
"2015","Nova Scotia","2016A000212","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835768","4.3.3.1","37","","","","0"
"2015","Nova Scotia","2016A000212","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835769","4.3.3.2","32","","","","0"
"2015","Nova Scotia","2016A000212","Master's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835770","4.3.3.3","22000","B","","","0"
"2015","Nova Scotia","2016A000212","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835771","4.3.3.4","32","","","","0"
"2015","Nova Scotia","2016A000212","Master's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835772","4.3.3.5","21000","B","","","0"
"2015","Nova Scotia","2016A000212","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835773","4.4.1.1","35","","","","0"
"2015","Nova Scotia","2016A000212","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835774","4.4.1.2","","..","","","0"
"2015","Nova Scotia","2016A000212","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835775","4.4.1.3","51000","B","","","0"
"2015","Nova Scotia","2016A000212","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835776","4.4.1.4","","..","","","0"
"2015","Nova Scotia","2016A000212","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835777","4.4.1.5","56000","B","","","0"
"2015","Nova Scotia","2016A000212","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835778","4.4.2.1","23","","","","0"
"2015","Nova Scotia","2016A000212","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835779","4.4.2.2","","..","","","0"
"2015","Nova Scotia","2016A000212","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835780","4.4.2.3","29000","B","","","0"
"2015","Nova Scotia","2016A000212","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835781","4.4.2.4","46","","","","0"
"2015","Nova Scotia","2016A000212","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835782","4.4.2.5","","..","","","0"
"2015","Nova Scotia","2016A000212","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835783","4.4.3.1","24","","","","0"
"2015","Nova Scotia","2016A000212","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835784","4.4.3.2","","..","","","0"
"2015","Nova Scotia","2016A000212","Doctorate","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835785","4.4.3.3","44000","B","","","0"
"2015","Nova Scotia","2016A000212","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835786","4.4.3.4","","..","","","0"
"2015","Nova Scotia","2016A000212","Doctorate","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835787","4.4.3.5","46000","B","","","0"
"2015","New Brunswick","2016A000213","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835788","5.1.1.1","57","","","","0"
"2015","New Brunswick","2016A000213","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835789","5.1.1.2","20","","","","0"
"2015","New Brunswick","2016A000213","College","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835790","5.1.1.3","15700","B","","","0"
"2015","New Brunswick","2016A000213","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835791","5.1.1.4","20","","","","0"
"2015","New Brunswick","2016A000213","College","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835792","5.1.1.5","14400","B","","","0"
"2015","New Brunswick","2016A000213","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835793","5.1.2.1","43","","","","0"
"2015","New Brunswick","2016A000213","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835794","5.1.2.2","15","","","","0"
"2015","New Brunswick","2016A000213","College","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835795","5.1.2.3","15400","A","","","0"
"2015","New Brunswick","2016A000213","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835796","5.1.2.4","12","","","","0"
"2015","New Brunswick","2016A000213","College","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835797","5.1.2.5","13100","A","","","0"
"2015","New Brunswick","2016A000213","College","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835798","5.1.3.1","24","","","","0"
"2015","New Brunswick","2016A000213","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835799","5.1.3.2","6","","","","0"
